time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,relative_humidity_2m_max,relative_humidity_2m_min,city,country,latitude,longitude
2022-12-31,81.8,59.1,69.3,78.4,56.3,0.0,0.0,0.0,0.0,0,15.0,31.7,26,15.58,70,28,Ahmedabad,India,23.0225,72.5714
2023-01-01,81.8,58.1,68.0,79.2,53.9,0.0,0.0,0.0,0.0,3,13.0,27.4,53,15.54,60,28,Ahmedabad,India,23.0225,72.5714
2023-01-02,81.8,55.3,67.1,78.6,50.5,0.0,0.0,0.0,0.0,3,13.0,25.9,57,15.74,66,27,Ahmedabad,India,23.0225,72.5714
2023-01-03,81.3,58.0,68.1,76.7,53.9,0.0,0.0,0.0,0.0,3,15.1,30.2,58,15.68,67,26,Ahmedabad,India,23.0225,72.5714
2023-01-04,77.2,55.8,65.5,68.6,50.2,0.0,0.0,0.0,0.0,0,21.7,42.1,55,16.19,68,18,Ahmedabad,India,23.0225,72.5714
2023-01-05,78.6,54.1,65.5,74.1,46.3,0.0,0.0,0.0,0.0,0,22.3,41.8,59,15.52,58,31,Ahmedabad,India,23.0225,72.5714
2023-01-06,83.8,59.7,71.1,82.4,52.5,0.0,0.0,0.0,0.0,3,19.8,37.8,72,15.23,53,34,Ahmedabad,India,23.0225,72.5714
2023-01-07,85.9,63.6,74.0,84.9,61.0,0.0,0.0,0.0,0.0,0,14.9,29.9,77,15.38,73,35,Ahmedabad,India,23.0225,72.5714
2023-01-08,85.8,62.5,72.9,85.4,60.5,0.0,0.0,0.0,0.0,0,13.3,27.0,73,15.63,73,31,Ahmedabad,India,23.0225,72.5714
2023-01-09,85.8,60.5,72.4,85.0,59.1,0.0,0.0,0.0,0.0,0,11.6,25.9,64,15.8,77,30,Ahmedabad,India,23.0225,72.5714
2023-01-10,85.8,59.5,71.6,84.7,58.8,0.0,0.0,0.0,0.0,0,9.8,21.6,69,15.9,83,27,Ahmedabad,India,23.0225,72.5714
2023-01-11,85.8,58.5,71.9,84.0,57.6,0.0,0.0,0.0,0.0,0,12.1,23.8,299,16.09,77,24,Ahmedabad,India,23.0225,72.5714
2023-01-12,84.3,64.8,73.2,83.0,62.3,0.0,0.0,0.0,0.0,0,17.3,33.1,287,15.63,94,30,Ahmedabad,India,23.0225,72.5714
2023-01-13,79.1,56.8,66.9,75.4,52.6,0.0,0.0,0.0,0.0,0,10.9,23.4,301,16.66,57,24,Ahmedabad,India,23.0225,72.5714
2023-01-14,78.2,52.9,64.6,74.4,49.5,0.0,0.0,0.0,0.0,0,12.3,28.1,20,16.76,74,26,Ahmedabad,India,23.0225,72.5714
2023-01-15,77.3,53.2,63.0,72.7,46.4,0.0,0.0,0.0,0.0,0,14.7,31.0,45,17.05,50,21,Ahmedabad,India,23.0225,72.5714
2023-01-16,78.7,49.1,62.3,73.6,43.5,0.0,0.0,0.0,0.0,2,13.1,28.1,43,17.2,58,17,Ahmedabad,India,23.0225,72.5714
2023-01-17,80.7,53.8,64.8,75.9,46.5,0.0,0.0,0.0,0.0,3,15.2,29.9,47,17.05,42,18,Ahmedabad,India,23.0225,72.5714
2023-01-18,82.1,54.9,66.2,76.8,47.6,0.0,0.0,0.0,0.0,2,17.3,33.1,61,17.07,50,20,Ahmedabad,India,23.0225,72.5714
2023-01-19,84.6,56.9,68.8,81.6,50.8,0.0,0.0,0.0,0.0,3,15.8,32.4,67,17.06,53,25,Ahmedabad,India,23.0225,72.5714
2023-01-20,84.2,55.0,68.8,82.4,51.2,0.0,0.0,0.0,0.0,3,12.9,20.9,344,17.07,63,19,Ahmedabad,India,23.0225,72.5714
2023-01-21,82.0,54.5,68.1,78.9,50.4,0.0,0.0,0.0,0.0,0,14.6,24.1,318,17.13,57,22,Ahmedabad,India,23.0225,72.5714
2023-01-22,77.9,53.1,65.3,73.8,48.1,0.0,0.0,0.0,0.0,0,13.8,23.4,317,17.62,59,21,Ahmedabad,India,23.0225,72.5714
2023-01-23,78.6,52.2,64.7,75.3,48.7,0.0,0.0,0.0,0.0,0,11.7,22.7,306,17.47,71,24,Ahmedabad,India,23.0225,72.5714
2023-01-24,79.1,53.3,65.8,75.9,50.1,0.0,0.0,0.0,0.0,2,13.2,25.9,305,17.6,75,24,Ahmedabad,India,23.0225,72.5714
2023-01-25,79.4,54.0,66.2,73.8,49.7,0.0,0.0,0.0,0.0,0,15.7,29.2,346,17.73,65,18,Ahmedabad,India,23.0225,72.5714
2023-01-26,81.7,55.0,67.5,79.6,49.2,0.0,0.0,0.0,0.0,0,16.9,34.6,24,17.43,50,30,Ahmedabad,India,23.0225,72.5714
2023-01-27,84.0,59.5,70.4,82.7,54.5,0.0,0.0,0.0,0.0,0,19.6,37.8,50,17.56,67,36,Ahmedabad,India,23.0225,72.5714
2023-01-28,83.7,64.7,72.8,83.1,60.6,0.3,0.3,0.0,2.0,51,19.8,39.6,80,14.81,70,41,Ahmedabad,India,23.0225,72.5714
2023-01-29,82.4,64.4,70.2,86.9,64.6,1.8,1.8,0.0,4.0,61,17.3,28.8,44,15.87,96,47,Ahmedabad,India,23.0225,72.5714
2023-01-30,82.5,59.3,69.4,83.3,60.7,0.0,0.0,0.0,0.0,3,13.0,25.6,353,16.64,100,27,Ahmedabad,India,23.0225,72.5714
2023-01-31,82.1,59.7,69.3,78.2,57.5,0.0,0.0,0.0,0.0,0,19.1,38.2,41,18.45,86,27,Ahmedabad,India,23.0225,72.5714
2023-02-01,81.0,58.5,68.3,77.7,55.2,0.0,0.0,0.0,0.0,3,20.3,38.9,52,18.64,80,29,Ahmedabad,India,23.0225,72.5714
2023-02-02,84.6,56.8,68.6,79.9,51.2,0.0,0.0,0.0,0.0,2,17.7,33.1,59,19.06,62,17,Ahmedabad,India,23.0225,72.5714
2023-02-03,86.0,57.8,70.2,83.5,53.6,0.0,0.0,0.0,0.0,0,15.6,28.8,61,18.84,61,21,Ahmedabad,India,23.0225,72.5714
2023-02-04,87.1,55.1,69.8,84.1,51.1,0.0,0.0,0.0,0.0,0,12.2,24.5,49,19.05,67,20,Ahmedabad,India,23.0225,72.5714
2023-02-05,89.1,57.4,71.7,88.9,54.2,0.0,0.0,0.0,0.0,0,9.5,18.7,35,18.95,65,19,Ahmedabad,India,23.0225,72.5714
2023-02-06,86.4,60.4,72.2,85.6,57.9,0.0,0.0,0.0,0.0,1,12.7,25.9,314,18.8,74,28,Ahmedabad,India,23.0225,72.5714
2023-02-07,88.2,61.0,73.9,87.5,62.5,0.0,0.0,0.0,0.0,1,11.2,24.5,5,19.04,95,22,Ahmedabad,India,23.0225,72.5714
2023-02-08,88.9,58.3,72.7,87.4,53.7,0.0,0.0,0.0,0.0,1,11.6,22.3,37,19.51,61,18,Ahmedabad,India,23.0225,72.5714
2023-02-09,91.5,58.5,74.7,90.1,55.8,0.0,0.0,0.0,0.0,0,9.3,20.5,340,19.53,65,18,Ahmedabad,India,23.0225,72.5714
2023-02-10,91.0,60.3,75.0,88.8,56.2,0.0,0.0,0.0,0.0,0,12.8,26.6,275,19.7,53,21,Ahmedabad,India,23.0225,72.5714
2023-02-11,85.9,62.0,72.2,85.4,60.5,0.0,0.0,0.0,0.0,1,11.2,25.2,300,19.74,92,25,Ahmedabad,India,23.0225,72.5714
2023-02-12,91.2,63.7,75.9,86.7,61.9,0.0,0.0,0.0,0.0,0,16.6,34.2,18,19.93,83,14,Ahmedabad,India,23.0225,72.5714
2023-02-13,88.6,61.2,73.1,85.6,54.2,0.0,0.0,0.0,0.0,0,14.8,28.8,41,20.45,39,13,Ahmedabad,India,23.0225,72.5714
2023-02-14,91.3,58.1,73.5,88.6,54.0,0.0,0.0,0.0,0.0,0,9.8,23.0,37,20.47,54,13,Ahmedabad,India,23.0225,72.5714
2023-02-15,95.3,60.1,76.4,97.2,56.1,0.0,0.0,0.0,0.0,0,10.2,20.2,26,20.6,52,14,Ahmedabad,India,23.0225,72.5714
2023-02-16,98.3,61.7,78.6,96.5,58.8,0.0,0.0,0.0,0.0,0,10.0,20.2,7,20.78,62,11,Ahmedabad,India,23.0225,72.5714
2023-02-17,97.7,63.4,79.5,94.4,59.8,0.0,0.0,0.0,0.0,0,12.0,27.4,26,20.98,55,12,Ahmedabad,India,23.0225,72.5714
2023-02-18,97.6,64.6,80.3,97.3,61.8,0.0,0.0,0.0,0.0,0,9.5,23.4,41,20.93,54,15,Ahmedabad,India,23.0225,72.5714
2023-02-19,97.5,64.0,80.0,97.8,62.2,0.0,0.0,0.0,0.0,3,9.7,20.5,29,20.96,63,15,Ahmedabad,India,23.0225,72.5714
2023-02-20,97.6,63.4,79.8,95.3,63.4,0.0,0.0,0.0,0.0,3,13.1,26.6,272,21.16,69,12,Ahmedabad,India,23.0225,72.5714
2023-02-21,94.1,63.0,77.4,92.0,58.8,0.0,0.0,0.0,0.0,3,13.0,27.4,285,21.2,67,16,Ahmedabad,India,23.0225,72.5714
2023-02-22,93.0,64.5,77.2,92.9,62.5,0.0,0.0,0.0,0.0,3,12.1,26.3,272,20.67,78,17,Ahmedabad,India,23.0225,72.5714
2023-02-23,92.7,65.1,77.2,92.3,64.8,0.0,0.0,0.0,0.0,3,9.3,21.6,290,21.29,76,16,Ahmedabad,India,23.0225,72.5714
2023-02-24,94.5,61.1,78.0,93.4,58.5,0.0,0.0,0.0,0.0,0,10.5,20.2,339,21.76,59,13,Ahmedabad,India,23.0225,72.5714
2023-02-25,94.2,63.3,77.9,94.7,60.5,0.0,0.0,0.0,0.0,2,10.0,20.2,308,21.54,56,14,Ahmedabad,India,23.0225,72.5714
2023-02-26,94.8,63.8,78.5,93.2,61.8,0.0,0.0,0.0,0.0,0,11.4,23.0,348,21.72,59,13,Ahmedabad,India,23.0225,72.5714
2023-02-27,96.8,67.1,80.9,95.7,63.5,0.0,0.0,0.0,0.0,0,13.0,22.7,31,21.66,48,11,Ahmedabad,India,23.0225,72.5714
2023-02-28,96.5,68.1,81.1,95.9,64.0,0.0,0.0,0.0,0.0,0,11.8,21.2,0,21.69,43,12,Ahmedabad,India,23.0225,72.5714
2023-03-01,97.4,69.6,82.6,97.5,66.7,0.0,0.0,0.0,0.0,0,11.5,20.9,331,21.75,48,12,Ahmedabad,India,23.0225,72.5714
2023-03-02,98.7,68.4,83.0,98.5,65.0,0.0,0.0,0.0,0.0,0,11.6,21.2,2,21.88,45,12,Ahmedabad,India,23.0225,72.5714
2023-03-03,100.9,70.8,85.3,101.0,66.9,0.0,0.0,0.0,0.0,1,12.3,27.7,31,21.0,39,13,Ahmedabad,India,23.0225,72.5714
2023-03-04,101.6,72.5,86.6,101.9,68.4,0.0,0.0,0.0,0.0,3,14.1,23.8,13,21.6,34,12,Ahmedabad,India,23.0225,72.5714
2023-03-05,99.2,76.1,86.5,99.6,70.9,0.0,0.0,0.0,0.0,2,20.2,39.2,51,21.21,45,16,Ahmedabad,India,23.0225,72.5714
2023-03-06,97.5,72.3,82.8,96.1,70.1,0.8,0.8,0.0,2.0,53,22.6,43.6,113,18.25,49,16,Ahmedabad,India,23.0225,72.5714
2023-03-07,95.1,69.7,80.9,95.7,68.7,0.0,0.0,0.0,0.0,3,14.6,25.9,95,20.75,72,15,Ahmedabad,India,23.0225,72.5714
2023-03-08,96.8,70.1,82.6,96.4,65.9,0.0,0.0,0.0,0.0,2,15.8,27.0,55,21.5,46,11,Ahmedabad,India,23.0225,72.5714
2023-03-09,95.7,69.7,81.9,93.4,68.4,0.0,0.0,0.0,0.0,0,15.7,31.0,36,22.63,58,13,Ahmedabad,India,23.0225,72.5714
2023-03-10,95.9,70.8,81.8,94.7,65.7,0.0,0.0,0.0,0.0,0,15.3,29.2,65,23.04,43,12,Ahmedabad,India,23.0225,72.5714
2023-03-11,96.9,69.8,82.6,96.3,64.4,0.0,0.0,0.0,0.0,0,13.7,30.2,66,23.05,39,12,Ahmedabad,India,23.0225,72.5714
2023-03-12,99.2,69.6,84.3,98.4,64.9,0.0,0.0,0.0,0.0,3,13.9,29.2,49,19.22,35,13,Ahmedabad,India,23.0225,72.5714
2023-03-13,100.2,73.5,86.6,98.3,69.0,0.0,0.0,0.0,0.0,3,12.0,23.4,8,20.17,34,13,Ahmedabad,India,23.0225,72.5714
2023-03-14,100.0,71.6,86.3,97.8,69.1,0.0,0.0,0.0,0.0,3,17.2,30.6,3,21.75,41,12,Ahmedabad,India,23.0225,72.5714
2023-03-15,94.1,72.2,83.1,89.5,67.4,0.0,0.0,0.0,0.0,3,24.5,43.6,339,11.43,44,17,Ahmedabad,India,23.0225,72.5714
2023-03-16,96.8,70.2,83.1,96.6,68.1,0.0,0.0,0.0,0.0,3,16.3,30.6,214,21.2,53,19,Ahmedabad,India,23.0225,72.5714
2023-03-17,91.3,71.3,80.7,90.5,71.0,1.8,1.8,0.0,3.0,55,23.9,43.2,140,20.18,68,23,Ahmedabad,India,23.0225,72.5714
2023-03-18,92.9,70.8,79.4,95.3,73.9,1.1,1.1,0.0,2.0,55,16.5,49.3,155,17.53,77,26,Ahmedabad,India,23.0225,72.5714
2023-03-19,91.4,67.2,77.8,94.8,70.3,3.0,3.0,0.0,1.0,63,23.7,40.3,289,20.48,85,27,Ahmedabad,India,23.0225,72.5714
2023-03-20,90.8,67.6,78.8,90.3,69.1,0.0,0.0,0.0,0.0,2,17.6,33.5,262,22.66,80,25,Ahmedabad,India,23.0225,72.5714
2023-03-21,92.3,69.3,80.1,93.8,71.1,0.4,0.4,0.0,2.0,51,16.4,29.2,261,21.6,73,23,Ahmedabad,India,23.0225,72.5714
2023-03-22,90.8,69.3,80.1,94.5,70.4,0.0,0.0,0.0,0.0,3,11.7,25.9,265,20.89,71,30,Ahmedabad,India,23.0225,72.5714
2023-03-23,93.0,73.5,82.1,96.2,74.9,0.1,0.1,0.0,1.0,51,20.2,35.3,246,21.82,74,28,Ahmedabad,India,23.0225,72.5714
2023-03-24,92.3,72.3,81.1,90.4,74.7,0.0,0.0,0.0,0.0,0,18.8,37.1,251,23.61,79,22,Ahmedabad,India,23.0225,72.5714
2023-03-25,90.7,69.3,79.1,90.9,69.6,0.0,0.0,0.0,0.0,0,14.2,28.1,286,24.26,73,22,Ahmedabad,India,23.0225,72.5714
2023-03-26,92.8,68.1,80.0,92.7,67.3,0.0,0.0,0.0,0.0,0,11.0,25.2,296,24.36,58,19,Ahmedabad,India,23.0225,72.5714
2023-03-27,95.3,67.9,81.3,96.4,65.3,0.0,0.0,0.0,0.0,0,11.6,26.6,324,24.74,49,14,Ahmedabad,India,23.0225,72.5714
2023-03-28,95.0,68.4,81.4,97.0,65.1,0.0,0.0,0.0,0.0,0,11.1,20.5,344,24.57,45,15,Ahmedabad,India,23.0225,72.5714
2023-03-29,96.8,72.0,84.4,98.1,69.6,0.0,0.0,0.0,0.0,3,14.9,28.4,285,24.17,52,18,Ahmedabad,India,23.0225,72.5714
2023-03-30,90.3,73.0,80.6,94.4,74.8,5.1,5.1,0.0,7.0,61,20.6,54.0,287,17.02,74,32,Ahmedabad,India,23.0225,72.5714
2023-03-31,91.8,68.4,79.8,91.5,70.1,0.0,0.0,0.0,0.0,2,16.4,31.3,266,23.28,87,24,Ahmedabad,India,23.0225,72.5714
2023-04-01,95.0,70.9,82.5,95.6,74.7,0.0,0.0,0.0,0.0,0,10.7,26.3,277,24.17,87,20,Ahmedabad,India,23.0225,72.5714
2023-04-02,95.4,72.6,83.0,96.6,71.8,0.0,0.0,0.0,0.0,2,12.6,27.4,291,23.97,64,22,Ahmedabad,India,23.0225,72.5714
2023-04-03,97.8,73.1,84.8,97.3,71.5,0.0,0.0,0.0,0.0,2,17.0,29.5,269,24.45,75,18,Ahmedabad,India,23.0225,72.5714
2023-04-04,95.2,73.9,84.5,98.0,71.8,0.0,0.0,0.0,0.0,3,18.1,29.9,274,23.49,74,25,Ahmedabad,India,23.0225,72.5714
2023-04-05,98.0,75.6,86.1,99.5,75.4,0.0,0.0,0.0,0.0,3,15.5,30.2,282,23.35,65,18,Ahmedabad,India,23.0225,72.5714
2023-04-06,99.2,74.8,86.0,99.2,72.1,0.0,0.0,0.0,0.0,3,13.4,24.5,309,25.03,50,13,Ahmedabad,India,23.0225,72.5714
2023-04-07,98.1,77.6,86.6,97.9,73.4,0.1,0.1,0.0,1.0,51,23.0,42.1,348,19.44,38,17,Ahmedabad,India,23.0225,72.5714
2023-04-08,98.8,76.8,88.0,102.1,75.7,0.0,0.0,0.0,0.0,3,11.3,23.8,113,22.7,45,15,Ahmedabad,India,23.0225,72.5714
2023-04-09,101.7,76.0,89.1,102.5,73.5,0.0,0.0,0.0,0.0,3,11.5,20.5,324,23.86,38,15,Ahmedabad,India,23.0225,72.5714
2023-04-10,103.1,78.6,90.8,104.8,75.7,0.0,0.0,0.0,0.0,3,15.3,26.3,303,24.77,38,14,Ahmedabad,India,23.0225,72.5714
2023-04-11,103.9,79.9,91.6,103.7,77.0,0.0,0.0,0.0,0.0,3,12.7,27.7,264,23.97,44,16,Ahmedabad,India,23.0225,72.5714
2023-04-12,103.1,79.6,90.2,103.2,78.1,0.0,0.0,0.0,0.0,3,17.1,35.3,295,24.39,45,17,Ahmedabad,India,23.0225,72.5714
2023-04-13,102.8,79.3,89.8,102.2,76.3,0.0,0.0,0.0,0.0,3,14.3,29.2,291,21.59,59,15,Ahmedabad,India,23.0225,72.5714
2023-04-14,103.6,77.6,90.2,104.1,75.4,0.0,0.0,0.0,0.0,3,14.1,29.9,288,25.57,52,15,Ahmedabad,India,23.0225,72.5714
2023-04-15,103.1,77.1,89.6,104.4,75.7,0.0,0.0,0.0,0.0,0,15.0,31.7,235,25.36,51,15,Ahmedabad,India,23.0225,72.5714
2023-04-16,103.2,76.6,89.3,102.9,76.7,0.0,0.0,0.0,0.0,0,13.2,29.9,234,25.69,58,13,Ahmedabad,India,23.0225,72.5714
2023-04-17,105.3,78.7,91.4,105.9,77.5,0.0,0.0,0.0,0.0,1,19.1,30.6,277,24.89,65,13,Ahmedabad,India,23.0225,72.5714
2023-04-18,104.7,79.9,92.3,106.1,78.0,0.0,0.0,0.0,0.0,2,16.9,35.3,286,24.44,55,13,Ahmedabad,India,23.0225,72.5714
2023-04-19,104.4,81.7,93.0,103.9,80.0,0.0,0.0,0.0,0.0,3,19.5,38.9,289,24.72,51,15,Ahmedabad,India,23.0225,72.5714
2023-04-20,100.3,80.2,90.3,99.2,79.8,0.0,0.0,0.0,0.0,3,18.6,38.2,282,23.67,49,17,Ahmedabad,India,23.0225,72.5714
2023-04-21,101.3,78.3,88.8,101.8,78.9,0.0,0.0,0.0,0.0,3,14.4,27.7,276,25.12,74,15,Ahmedabad,India,23.0225,72.5714
2023-04-22,102.0,80.2,89.4,98.6,77.8,0.0,0.0,0.0,0.0,3,19.2,38.5,295,24.66,66,12,Ahmedabad,India,23.0225,72.5714
2023-04-23,104.6,78.0,90.0,98.6,74.8,0.0,0.0,0.0,0.0,3,24.0,44.6,299,25.42,57,9,Ahmedabad,India,23.0225,72.5714
2023-04-24,103.0,72.2,89.3,99.4,66.5,0.0,0.0,0.0,0.0,3,18.7,38.5,330,25.71,41,7,Ahmedabad,India,23.0225,72.5714
2023-04-25,104.0,74.4,90.0,103.8,69.4,0.0,0.0,0.0,0.0,3,14.8,30.6,55,26.62,25,9,Ahmedabad,India,23.0225,72.5714
2023-04-26,103.4,80.2,90.0,101.4,76.2,0.0,0.0,0.0,0.0,3,24.3,51.5,192,21.09,55,16,Ahmedabad,India,23.0225,72.5714
2023-04-27,100.8,76.6,88.9,101.5,80.5,0.0,0.0,0.0,0.0,3,11.7,28.4,211,23.77,78,21,Ahmedabad,India,23.0225,72.5714
2023-04-28,101.0,79.9,89.8,103.0,80.9,0.0,0.0,0.0,0.0,3,21.0,40.3,271,23.12,60,21,Ahmedabad,India,23.0225,72.5714
2023-04-29,93.6,76.3,83.1,95.3,81.2,0.6,0.6,0.0,4.0,51,18.9,38.2,189,18.49,73,31,Ahmedabad,India,23.0225,72.5714
2023-04-30,90.7,68.4,79.6,96.0,72.2,16.1,16.1,0.0,7.0,65,23.4,41.0,220,22.48,95,35,Ahmedabad,India,23.0225,72.5714
2023-05-01,94.2,73.0,82.6,97.0,77.3,0.5,0.5,0.0,2.0,51,19.1,39.2,225,23.66,80,30,Ahmedabad,India,23.0225,72.5714
2023-05-02,94.9,74.7,83.2,101.4,79.4,0.3,0.3,0.0,2.0,51,11.6,24.1,243,20.78,75,33,Ahmedabad,India,23.0225,72.5714
2023-05-03,93.9,75.5,85.7,100.6,79.9,0.0,0.0,0.0,0.0,3,14.9,36.4,238,18.49,73,32,Ahmedabad,India,23.0225,72.5714
2023-05-04,99.4,76.7,89.0,105.2,81.3,0.0,0.0,0.0,0.0,3,16.8,30.2,241,20.43,69,25,Ahmedabad,India,23.0225,72.5714
2023-05-05,101.6,79.6,89.6,107.7,84.1,0.0,0.0,0.0,0.0,3,14.5,41.0,214,20.79,63,24,Ahmedabad,India,23.0225,72.5714
2023-05-06,99.7,78.1,89.7,101.8,85.8,1.9,1.9,0.0,4.0,53,15.4,29.9,262,18.5,86,23,Ahmedabad,India,23.0225,72.5714
2023-05-07,103.9,83.0,93.1,107.3,87.6,0.0,0.0,0.0,0.0,3,17.1,31.3,252,23.0,63,21,Ahmedabad,India,23.0225,72.5714
2023-05-08,104.3,82.3,93.0,106.5,82.5,0.0,0.0,0.0,0.0,1,14.2,30.2,266,23.5,53,17,Ahmedabad,India,23.0225,72.5714
2023-05-09,108.8,80.6,94.5,109.8,83.0,0.0,0.0,0.0,0.0,2,12.7,28.8,300,25.15,63,14,Ahmedabad,India,23.0225,72.5714
2023-05-10,109.8,81.2,94.5,107.9,77.8,0.0,0.0,0.0,0.0,0,16.8,32.8,326,26.86,41,9,Ahmedabad,India,23.0225,72.5714
2023-05-11,109.6,80.9,94.9,107.6,77.4,0.0,0.0,0.0,0.0,0,19.4,38.5,312,26.81,32,10,Ahmedabad,India,23.0225,72.5714
2023-05-12,110.5,82.8,96.1,108.1,80.0,0.0,0.0,0.0,0.0,0,19.0,38.9,285,26.89,45,9,Ahmedabad,India,23.0225,72.5714
2023-05-13,110.7,83.3,96.5,109.6,83.1,0.0,0.0,0.0,0.0,0,16.3,34.9,266,26.4,48,12,Ahmedabad,India,23.0225,72.5714
2023-05-14,108.9,82.9,94.9,108.7,86.4,0.0,0.0,0.0,0.0,1,19.5,36.7,269,25.45,65,14,Ahmedabad,India,23.0225,72.5714
2023-05-15,107.3,81.7,92.4,107.7,88.1,0.0,0.0,0.0,0.0,1,23.1,42.8,239,24.84,78,18,Ahmedabad,India,23.0225,72.5714
2023-05-16,106.9,82.8,92.2,108.9,89.3,0.0,0.0,0.0,0.0,1,22.1,38.2,253,24.12,76,16,Ahmedabad,India,23.0225,72.5714
2023-05-17,106.3,81.4,92.4,107.9,89.2,0.0,0.0,0.0,0.0,1,20.0,33.8,252,25.21,82,13,Ahmedabad,India,23.0225,72.5714
2023-05-18,105.3,80.2,92.5,108.5,85.0,0.0,0.0,0.0,0.0,3,19.3,34.6,266,23.79,87,16,Ahmedabad,India,23.0225,72.5714
2023-05-19,107.5,83.3,94.6,111.2,88.1,0.0,0.0,0.0,0.0,1,15.5,28.1,261,25.26,77,18,Ahmedabad,India,23.0225,72.5714
2023-05-20,107.8,83.8,94.7,110.5,88.2,0.0,0.0,0.0,0.0,2,16.1,28.8,259,25.08,74,17,Ahmedabad,India,23.0225,72.5714
2023-05-21,107.0,83.5,94.2,108.9,88.1,0.0,0.0,0.0,0.0,1,16.5,29.9,257,25.07,76,18,Ahmedabad,India,23.0225,72.5714
2023-05-22,106.6,81.1,92.7,108.3,86.7,0.0,0.0,0.0,0.0,3,20.7,35.3,253,25.44,80,16,Ahmedabad,India,23.0225,72.5714
2023-05-23,105.6,82.7,92.4,107.6,89.9,0.0,0.0,0.0,0.0,3,20.5,38.5,240,26.13,78,20,Ahmedabad,India,23.0225,72.5714
2023-05-24,108.6,82.3,93.6,108.3,89.0,0.0,0.0,0.0,0.0,3,25.9,49.3,251,25.12,81,17,Ahmedabad,India,23.0225,72.5714
2023-05-25,106.9,83.0,93.2,104.9,85.8,0.0,0.0,0.0,0.0,2,26.3,49.3,236,24.16,71,16,Ahmedabad,India,23.0225,72.5714
2023-05-26,106.3,82.0,91.9,106.9,87.3,0.1,0.1,0.0,1.0,51,25.0,44.3,224,23.65,75,24,Ahmedabad,India,23.0225,72.5714
2023-05-27,108.1,83.3,92.7,108.4,88.7,0.0,0.0,0.0,0.0,1,26.4,48.6,230,24.17,72,20,Ahmedabad,India,23.0225,72.5714
2023-05-28,102.8,83.4,91.8,109.7,89.2,0.1,0.1,0.0,1.0,51,23.3,40.7,253,19.93,71,27,Ahmedabad,India,23.0225,72.5714
2023-05-29,98.3,75.9,86.6,103.5,83.1,0.0,0.0,0.0,0.0,3,25.5,44.6,294,22.7,86,31,Ahmedabad,India,23.0225,72.5714
2023-05-30,99.9,77.2,87.5,107.9,84.7,1.5,1.5,0.0,3.0,53,32.3,73.8,313,21.56,83,34,Ahmedabad,India,23.0225,72.5714
2023-05-31,103.8,79.7,91.7,105.9,84.0,0.0,0.0,0.0,0.0,1,23.9,46.8,281,25.09,72,18,Ahmedabad,India,23.0225,72.5714
2023-06-01,107.0,78.9,93.0,106.5,85.0,0.0,0.0,0.0,0.0,1,23.3,43.9,277,25.92,84,18,Ahmedabad,India,23.0225,72.5714
2023-06-02,105.2,83.0,92.8,108.4,89.8,0.4,0.4,0.0,1.0,51,18.4,38.5,260,23.55,77,27,Ahmedabad,India,23.0225,72.5714
2023-06-03,102.8,84.3,91.1,109.8,92.0,3.5,3.5,0.0,5.0,61,25.1,46.8,234,20.12,76,30,Ahmedabad,India,23.0225,72.5714
2023-06-04,105.0,83.7,92.4,108.9,93.4,0.0,0.0,0.0,0.0,1,18.5,37.8,250,24.51,87,26,Ahmedabad,India,23.0225,72.5714
2023-06-05,106.8,84.4,93.7,111.5,93.1,0.0,0.0,0.0,0.0,1,16.6,31.7,247,23.38,76,24,Ahmedabad,India,23.0225,72.5714
2023-06-06,106.9,84.1,93.3,111.3,89.6,0.0,0.0,0.0,0.0,1,19.9,35.6,237,25.3,79,22,Ahmedabad,India,23.0225,72.5714
2023-06-07,108.3,84.4,94.2,111.5,94.5,0.0,0.0,0.0,0.0,1,19.8,37.4,220,25.45,76,21,Ahmedabad,India,23.0225,72.5714
2023-06-08,106.7,86.6,94.6,111.1,93.6,0.0,0.0,0.0,0.0,1,18.9,33.8,232,24.59,71,21,Ahmedabad,India,23.0225,72.5714
2023-06-09,107.2,84.5,94.6,109.7,90.9,0.0,0.0,0.0,0.0,1,22.8,40.0,220,24.33,67,20,Ahmedabad,India,23.0225,72.5714
2023-06-10,105.8,85.8,93.5,110.5,91.2,0.0,0.0,0.0,0.0,1,24.1,43.9,198,23.85,69,26,Ahmedabad,India,23.0225,72.5714
2023-06-11,102.7,84.3,91.9,106.9,91.3,0.6,0.6,0.0,1.0,53,26.9,50.0,189,23.31,78,32,Ahmedabad,India,23.0225,72.5714
2023-06-12,102.7,84.4,91.0,105.6,91.9,0.9,0.9,0.0,5.0,53,33.0,61.2,184,23.46,73,30,Ahmedabad,India,23.0225,72.5714
2023-06-13,98.2,83.5,89.4,101.6,89.6,1.8,1.8,0.0,3.0,61,31.8,61.2,184,22.27,80,43,Ahmedabad,India,23.0225,72.5714
2023-06-14,98.0,79.5,88.3,102.6,85.3,1.6,1.6,0.0,5.0,55,31.0,58.3,186,22.53,87,45,Ahmedabad,India,23.0225,72.5714
